playerid,dates,handle,ggr,last_12months_segment,Target_CG,bonus
1171041,11/20/2019,8113.8,562.65,high,Target,20
1296808,10/4/2019,8111.05,-375,high,Target,20
1165513,2/4/2020,8097.12,1126.85,vip,Target,50
1158039,3/12/2019,8058.4,-556.5,vip,Target,50
1239225,6/29/2019,8046,-302.3,low,Target,5
1165513,4/21/2019,8003.2,-571.45,vip,Target,50
1263148,2/1/2020,7997.1,-3971.45,vip,Target,50
1368045,1/3/2020,7995,200,high,Target,20
1165513,7/3/2019,7989.6,-245.14,vip,Target,50
1219211,2/26/2019,7980.6,-335.8,high,Target,20
1267468,4/3/2019,7960,-560,medium,Target,10
1187561,4/12/2019,7957.15,-772.27,high,Target,20
1165513,1/22/2020,7953.4,79.5,vip,Target,50
1155176,12/28/2019,7938.07,100.64,medium,Control Group,0
1171041,1/16/2020,7921.2,202.2,high,Target,20
1237560,4/9/2019,7919,260,vip,Control Group,0
1227302,2/10/2019,7916.8,1817.34,vip,Target,50
1263148,1/27/2020,7914.3,-1685.18,vip,Target,50
1135249,10/7/2019,7888.6,105.1,high,Target,20
1267187,2/10/2019,7854.9,425.98,high,Target,20
1305416,12/7/2019,7847,1855,high,Control Group,0
1158039,8/24/2019,7835.75,-360.35,vip,Target,50
1388312,11/9/2019,7825,547.5,medium,Target,10
1263148,8/26/2019,7820.7,-894.55,vip,Target,50
1263148,2/3/2020,7816.48,926.45,vip,Target,50
1237560,5/2/2019,7803.2,906.12,vip,Control Group,0
1239225,8/13/2019,7799.2,660.46,low,Target,5
1270030,5/30/2019,7750,-3500,high,Control Group,0
1163523,3/22/2019,7737.5,1991.5,high,Target,20
1263148,7/29/2019,7707.55,-944.11,vip,Target,50
1232188,9/6/2019,7701.75,411.5,vip,Target,50
1263148,9/30/2019,7696.64,-274.16,vip,Target,50
1195690,7/12/2019,7680.61,299.57,high,Control Group,0
1237560,7/15/2019,7671.5,-738.25,vip,Control Group,0
1282791,3/31/2019,7669.1,-324.84,medium,Target,10
1164847,8/4/2019,7655.45,1046.99,high,Target,20
1171041,1/7/2020,7654.25,-1089.25,high,Target,20
1187561,3/26/2019,7650.75,851.41,high,Target,20
1263148,5/6/2019,7650.15,208.81,vip,Target,50
1158039,8/25/2019,7638.4,1140.48,vip,Target,50
1181001,2/14/2019,7636,554,low,Target,5
1449372,1/17/2020,7630,990,vip,Target,50
1302559,1/25/2020,7617.1,-845.59,high,Target,20
1165513,10/2/2019,7569.5,145.4,vip,Target,50
1158039,2/11/2019,7564.95,-2397.42,vip,Target,50
1194792,2/10/2019,7538,-451.95,high,Target,20
1263148,12/3/2019,7534.95,460.24,vip,Target,50
1167420,4/27/2019,7529.65,1236.09,vip,Control Group,0
1165513,8/17/2019,7523.65,868.6,vip,Target,50
1195690,3/28/2019,7519.2,109.32,high,Control Group,0
1263148,7/15/2019,7515,-296.21,vip,Target,50
1158039,4/6/2019,7509.5,398,vip,Target,50
1194792,3/17/2019,7506,-23.9,high,Target,20
1219211,8/15/2019,7494.5,1618.15,high,Target,20
1292196,7/30/2019,7486.45,49.87,high,Control Group,0
1296808,8/17/2019,7486,300.78,high,Target,20
1368045,11/21/2019,7480.6,182.9,high,Target,20
1165513,8/24/2019,7458.6,640.06,vip,Target,50
1296808,9/2/2019,7430.74,950.13,high,Target,20
1237560,7/12/2019,7419.62,-1150.48,vip,Control Group,0
1170785,6/26/2019,7412.05,219.52,medium,Target,10
1158039,3/16/2019,7403.1,-782.57,vip,Target,50
1232188,4/11/2019,7381.9,161.1,vip,Target,50
1282791,4/25/2019,7366.95,1212.39,medium,Target,10
1244748,4/7/2019,7363.04,149.99,medium,Target,10
1165513,7/14/2019,7363,201.35,vip,Target,50
1196262,12/30/2019,7358,1682,high,Target,20
1302559,2/3/2020,7357.25,-1982.17,high,Target,20
1254385,11/4/2019,7349,1299.5,medium,Target,10
1274573,3/6/2019,7323.9,531.44,vip,Target,50
1195690,5/23/2019,7316.75,809.09,high,Control Group,0
1135249,10/3/2019,7297,281,high,Target,20
1282791,4/20/2019,7288.7,-484.85,medium,Target,10
1493221,1/21/2020,7287,194,medium,Target,10
1239210,4/17/2019,7264.9,254.4,medium,Control Group,0
1195690,9/26/2019,7253,513.94,high,Control Group,0
1165513,5/27/2019,7251.2,616,vip,Target,50
1449372,1/12/2020,7250,975,vip,Target,50
1195690,11/3/2019,7229.1,529.04,high,Control Group,0
1164847,4/8/2019,7222.03,-1015.29,high,Target,20
1170277,1/29/2020,7220,-453,high,Target,20
1170785,5/15/2019,7216.05,140.08,medium,Target,10
1165513,8/2/2019,7214.9,132.02,vip,Target,50
1187561,1/13/2020,7209.3,671.8,high,Target,20
1303501,12/28/2019,7197.5,4,medium,Target,10
1263148,6/22/2019,7182.95,615.5,vip,Target,50
1267468,6/7/2019,7181,-501.45,medium,Target,10
1170785,6/6/2019,7162.4,110.42,medium,Target,10
1158039,6/22/2019,7160.7,324.1,vip,Target,50
1296808,10/12/2019,7153.65,109.16,high,Target,20
1263148,1/28/2020,7142.01,2021.28,vip,Target,50
1252502,1/11/2020,7133.5,-103,medium,Target,10
1158039,1/25/2019,7110.9,667.81,vip,Target,50
1158039,1/25/2020,7109.05,178.07,vip,Target,50
1267468,6/4/2019,7108,760,medium,Target,10
1158039,8/10/2019,7103.25,753.2,vip,Target,50
1263148,7/30/2019,7097.45,1420.6,vip,Target,50
1269553,2/9/2019,7081,-822,medium,Target,10
1282791,3/30/2019,7076.45,23.07,medium,Target,10
1158039,8/23/2019,7064.75,-68.45,vip,Target,50
1449372,1/13/2020,7059.4,-50.6,vip,Target,50
1270640,2/4/2019,7057.75,324.34,high,Control Group,0
1171041,1/18/2020,7047.2,1276.4,high,Target,20
1237560,4/8/2019,7046.4,300.4,vip,Control Group,0
1331154,1/10/2020,7030,353.5,high,Target,20
1296808,9/28/2019,7020,747.5,high,Target,20
1324826,12/13/2019,7002,799.5,medium,Control Group,0
1263148,11/15/2019,6997.9,396.9,vip,Target,50
1241121,10/8/2019,6983.57,386.19,high,Target,20
1298892,1/10/2020,6967,143.25,medium,Target,10
1296808,9/24/2019,6960.3,978.61,high,Target,20
1158039,7/11/2019,6958.5,-892.95,vip,Target,50
1158039,1/20/2020,6950.5,-762.3,vip,Target,50
1171041,7/4/2019,6944.97,443.43,high,Target,20
1158039,3/11/2019,6942.25,-433.56,vip,Target,50
1263148,11/2/2019,6934.3,211.4,vip,Target,50
1232188,1/23/2019,6914.15,954.8,vip,Target,50
1135249,1/11/2020,6892.75,301.26,high,Target,20
1135249,10/9/2019,6870,521.3,high,Target,20
1237560,5/15/2019,6864.35,574.67,vip,Control Group,0
1219211,4/20/2019,6844.5,-1468.95,high,Target,20
1232188,12/12/2019,6844.5,1346.5,vip,Target,50
1165513,10/21/2019,6841.92,731.58,vip,Target,50
1263148,7/5/2019,6840,36.46,vip,Target,50
1165513,7/27/2019,6838,1228.08,vip,Target,50
1170277,3/12/2019,6797.5,-383.1,high,Target,20
1165513,11/28/2019,6778.17,606.96,vip,Target,50
1195690,6/29/2019,6776.18,-405.65,high,Control Group,0
1239210,4/16/2019,6760.08,187.24,medium,Control Group,0
1263148,12/2/2019,6733.2,4.66,vip,Target,50
1263148,4/14/2019,6733,160.74,vip,Target,50
1428473,1/10/2020,6716,-445.5,high,Target,20
1270640,4/6/2019,6706.6,467.33,high,Control Group,0
1270640,1/26/2019,6706.5,580.51,high,Control Group,0
1296808,10/27/2019,6683.1,-365.47,high,Target,20
1263148,2/15/2019,6681.26,-899.93,vip,Target,50
1272983,1/31/2019,6669.95,-628.51,high,Target,20
1237560,7/16/2019,6646.05,-21.8,vip,Control Group,0
1165513,12/16/2019,6645.65,1363.48,vip,Target,50
1368045,11/15/2019,6643.5,220.5,high,Target,20
1242483,3/2/2019,6624,158,low,Target,5
1164847,1/24/2019,6601.01,-136.92,high,Target,20
1256953,7/31/2019,6589,-6641,low,Target,5
1267187,3/28/2019,6587.6,-1520.74,high,Target,20
1368045,1/26/2020,6581.5,400.5,high,Target,20
1158039,2/12/2019,6575.05,-2973.2,vip,Target,50
1464727,1/18/2020,6570.9,-183.4,low,Target,5
1187561,11/25/2019,6525.7,70.01,high,Target,20
1171041,7/10/2019,6524.2,210.04,high,Target,20
1267468,6/6/2019,6521,10.25,medium,Target,10
1302559,11/23/2019,6515.75,600.92,high,Target,20
1267468,4/4/2019,6515,660,medium,Target,10
1297604,8/10/2019,6509.6,195.2,medium,Target,10
1302559,9/25/2019,6504.73,675.59,high,Target,20
1158039,3/20/2019,6500.75,159.31,vip,Target,50
1164847,8/17/2019,6496.3,-91.75,high,Target,20
1165513,11/16/2019,6491.65,-568.42,vip,Target,50
1187561,2/24/2019,6490.7,-455.75,high,Target,20
1164847,3/6/2019,6490.28,70.68,high,Target,20
1259857,3/10/2019,6478,-623,medium,Target,10
1217510,3/30/2019,6451.73,11,high,Control Group,0
1237973,1/23/2020,6444.2,176.84,medium,Target,10
1263148,1/26/2020,6408.91,1137.66,vip,Target,50
1368045,10/31/2019,6400,99.5,high,Target,20
1171041,5/27/2019,6394.4,209.49,high,Target,20
1158039,6/4/2019,6393.45,1361.7,vip,Target,50
1272983,12/31/2019,6390.15,410.91,high,Target,20
1155176,1/24/2020,6379.4,619.3,medium,Control Group,0
1267468,4/29/2019,6372,412,medium,Target,10
1263148,2/16/2019,6365.65,999.95,vip,Target,50
1158039,2/10/2019,6358.95,-415.85,vip,Target,50
1187561,7/5/2019,6358.6,103.11,high,Target,20
1331154,1/13/2020,6357.5,700,high,Target,20
1237560,4/3/2019,6339.4,1099.96,vip,Control Group,0
1270640,3/21/2019,6336.6,303.7,high,Control Group,0
1171041,1/23/2020,6316.2,712.98,high,Target,20
1267187,2/19/2019,6315,1263.25,high,Target,20
1274156,2/7/2019,6282.4,88.91,regnodep,Control Group,0
1187561,1/27/2019,6281.9,639.6,high,Target,20
1267187,1/23/2019,6263.8,-557.86,high,Target,20
1270640,3/20/2019,6251.7,441.04,high,Control Group,0
1269553,8/26/2019,6241,-935.5,medium,Target,10
1263148,4/22/2019,6240.8,207.83,vip,Target,50
1368045,1/11/2020,6237.5,477,high,Target,20
1357184,11/11/2019,6237.48,76.25,low,Target,5
1302559,2/4/2020,6229.75,-527.94,high,Target,20
1171041,7/9/2019,6227.95,219.64,high,Target,20
1237560,3/23/2019,6225.2,-56.7,vip,Control Group,0
1237560,4/16/2019,6206.2,189.93,vip,Control Group,0
1212002,6/29/2019,6203,-150,medium,Target,10
1291803,5/23/2019,6197.05,1495.85,medium,Target,10
1165513,10/28/2019,6168.85,-169.85,vip,Target,50
1171041,11/24/2019,6136.65,470.75,high,Target,20
1297604,10/12/2019,6135.8,545,medium,Target,10
1230001,3/10/2019,6133.36,-551.94,high,Target,20
1232188,3/3/2019,6131.75,943,vip,Target,50
1171041,12/15/2019,6123.65,-171.85,high,Target,20
1297604,10/2/2019,6122.98,699.93,medium,Target,10
1237560,7/20/2019,6107.9,-272.75,vip,Control Group,0
1252502,1/8/2020,6106.9,-551.7,medium,Target,10
1391374,10/27/2019,6103.5,100,medium,Target,10
1449372,1/6/2020,6094,1499,vip,Target,50
1263148,12/17/2019,6089.4,1511.91,vip,Target,50
1267468,4/1/2019,6084,-14,medium,Target,10
1165513,4/20/2019,6059.5,430.25,vip,Target,50
1165513,10/30/2019,6055.25,57.25,vip,Target,50
1187561,12/19/2019,6047,490.46,high,Target,20
1230001,3/11/2019,6045.62,1113.92,high,Target,20
1270640,1/29/2019,6045,240.25,high,Control Group,0
1187561,9/29/2019,6044.61,827.12,high,Target,20
1493906,1/19/2020,6044,-618.5,low,Control Group,0
1165513,6/25/2019,6032.8,-953.5,vip,Target,50
1269553,2/22/2019,6026,-604.5,medium,Target,10
1267468,7/24/2019,6025,-687.95,medium,Target,10
1232188,3/13/2019,6007,1319,vip,Target,50
1219211,8/12/2019,5993.8,998.9,high,Target,20
1232188,7/24/2019,5978.55,646.45,vip,Target,50
1252502,1/30/2020,5962.47,302.17,medium,Target,10
1267187,2/18/2019,5962.3,-1037.9,high,Target,20
1252502,2/10/2019,5953.5,127.5,medium,Target,10
1164847,8/2/2019,5926.19,-816.19,high,Target,20
1195690,5/21/2019,5922.35,109.95,high,Control Group,0
1282791,4/13/2019,5918.5,-301.85,medium,Target,10
1177666,3/3/2019,5912.1,-30.43,medium,Control Group,0
1165513,1/19/2020,5896.8,886.03,vip,Target,50
1387425,1/24/2020,5892,128,low,Target,5
1187561,4/27/2019,5881.55,248.46,high,Target,20
1165513,6/8/2019,5855.2,1226.78,vip,Target,50
1232188,4/8/2019,5840.9,410.8,vip,Target,50
1158039,4/25/2019,5838.1,1078.2,vip,Target,50
1170277,3/11/2019,5834.5,333.55,high,Target,20
1227302,2/15/2019,5830.87,761.67,vip,Target,50
1164847,2/13/2019,5822.95,-102.49,high,Target,20
1187561,9/19/2019,5818.55,-379.57,high,Target,20
1274150,2/5/2019,5807.68,29.58,regnodep,Control Group,0
1276799,2/23/2019,5800,-1325,vip,Target,50
1170277,3/14/2019,5780,826.83,high,Target,20
1302559,11/9/2019,5763.75,450.16,high,Target,20
1219211,8/16/2019,5740.4,812.75,high,Target,20
1132221,6/1/2019,5736.5,99.8,medium,Target,10
1263148,6/7/2019,5733.4,210.53,vip,Target,50
1165513,3/20/2019,5725.1,-845.9,vip,Target,50
1187561,1/25/2020,5715.1,-577.71,high,Target,20
1324826,11/17/2019,5713,404.5,medium,Control Group,0
1165513,4/22/2019,5702.2,667.15,vip,Target,50
1187561,12/15/2019,5695.6,-445.85,high,Target,20
1244748,3/14/2019,5694.74,-394.11,medium,Target,10
1296808,10/3/2019,5690.82,1000.57,high,Target,20
1187561,2/25/2019,5688.45,-378.6,high,Target,20
1267187,1/22/2019,5687.51,-376.97,high,Target,20
1263148,5/17/2019,5663.7,212.33,vip,Target,50
1493221,1/18/2020,5658.64,232.14,medium,Target,10
1296808,9/15/2019,5655.5,708.14,high,Target,20
1391374,11/28/2019,5652.65,274.15,medium,Target,10
1464727,1/7/2020,5648.75,-290.75,low,Target,5
1270640,1/22/2019,5640.65,349.9,high,Control Group,0
1272983,10/1/2019,5640.6,16.91,high,Target,20
1302450,8/23/2019,5627,69.5,low,Control Group,0
1244748,3/15/2019,5624.12,-580.03,medium,Target,10
1237973,2/3/2020,5623.5,664.63,medium,Target,10
1181743,7/13/2019,5611.64,-499.69,low,Target,5
1171041,1/1/2020,5607.8,293.45,high,Target,20
1237560,7/17/2019,5603.7,854.7,vip,Control Group,0
1272983,5/27/2019,5591.75,187.53,high,Target,20
1158039,1/16/2020,5589.9,681.91,vip,Target,50
1158039,1/28/2019,5587.2,-737.99,vip,Target,50
1267468,6/1/2019,5586.5,125.5,medium,Target,10
1261999,6/9/2019,5583.8,-3906,low,Target,5
1292198,5/31/2019,5576.62,390.65,medium,Target,10
1171041,3/28/2019,5569.6,-28.25,high,Target,20
1227302,2/14/2019,5566.02,-581.02,vip,Target,50
1133225,11/6/2019,5538.2,-914.67,medium,Target,10
1296808,7/12/2019,5531.5,-952.91,high,Target,20
1274573,4/4/2019,5528.1,944.69,vip,Target,50
1187561,3/24/2019,5514.5,-751.35,high,Target,20
1270640,1/21/2019,5510.8,626.65,high,Control Group,0
1165513,10/1/2019,5509.95,18.25,vip,Target,50
1272983,7/27/2019,5507.96,503.74,high,Target,20
1476193,1/13/2020,5504,644,medium,Target,10
1171041,1/27/2020,5499.6,929.58,high,Target,20
1270640,1/27/2019,5496.2,385.42,high,Control Group,0
1269553,2/24/2019,5483,-147,medium,Target,10
1171041,3/13/2019,5455.5,362.15,high,Target,20
1419287,1/22/2020,5446,30.5,low,Target,5
1170277,1/31/2020,5420,-600,high,Target,20
1368045,1/19/2020,5419,139.5,high,Target,20
1263148,12/7/2019,5409.65,375,vip,Target,50
1232188,2/13/2019,5403,380,vip,Target,50
1158039,8/9/2019,5394,626.15,vip,Target,50
1270640,2/5/2019,5374.75,184.4,high,Control Group,0
1230001,3/17/2019,5370.22,474.62,high,Target,20
1296808,8/19/2019,5369.7,0.54,high,Target,20
1171041,1/15/2020,5369.4,-825.15,high,Target,20
1158039,7/4/2019,5349.84,374.7,vip,Target,50
1158039,2/23/2019,5333.25,-372.34,vip,Target,50
1272164,1/28/2019,5319.5,95.5,low,Target,5
1227302,2/7/2019,5305.67,1162.55,vip,Target,50
1187561,11/24/2019,5294.15,77,high,Target,20
1171041,2/4/2020,5288.8,1013.54,high,Target,20
1195690,1/30/2019,5288.03,506.67,high,Control Group,0
1269298,11/17/2019,5273,500.5,medium,Target,10
1391374,11/3/2019,5272.5,61.05,medium,Target,10
1171041,1/30/2020,5271.8,-1372.1,high,Target,20
1164847,4/9/2019,5270.4,732.5,high,Target,20
1165513,5/6/2019,5268.72,865.57,vip,Target,50
1237560,5/6/2019,5263.2,11.96,vip,Control Group,0
1190747,4/3/2019,5258.8,-486.13,high,Target,20
1171041,11/5/2019,5258.15,117.75,high,Target,20
1296808,11/4/2019,5244.4,999.62,high,Target,20
1230001,3/25/2019,5240.04,429.04,high,Target,20
1302559,10/30/2019,5236.85,-277.14,high,Target,20
1296808,9/8/2019,5228.88,766.34,high,Target,20
1233289,1/28/2019,5225.2,206.88,medium,Target,10
1167420,4/29/2019,5212.44,1143.48,vip,Control Group,0
1195690,7/15/2019,5208.1,899.95,high,Control Group,0
1133225,12/17/2019,5198,122.6,medium,Target,10
1233289,11/25/2019,5194,1097.7,medium,Target,10
1171041,7/2/2019,5191.55,182.02,high,Target,20
1237560,5/30/2019,5182.5,161.55,vip,Control Group,0
1164847,3/15/2019,5180.82,199.83,high,Target,20
1195690,10/4/2019,5164.15,649.99,high,Control Group,0
1170277,9/24/2019,5143,-31.8,high,Target,20
1237560,3/28/2019,5125.2,-40.55,vip,Control Group,0
1171041,8/3/2019,5123.25,997.39,high,Target,20
1128604,8/6/2019,5123.1,126.49,medium,Target,10
1263148,1/19/2020,5118.78,1387.4,vip,Target,50
1302559,1/30/2020,5095.55,407.29,high,Target,20
1230001,3/27/2019,5088.4,98.45,high,Target,20
1267468,6/11/2019,5084,266,medium,Target,10
1196912,6/7/2019,5082.9,332.7,medium,Target,10
1302559,1/17/2020,5075.21,-375.16,high,Target,20
1187561,1/23/2019,5061.1,-797.75,high,Target,20
1194792,4/22/2019,5056.4,-65.4,high,Target,20
1272983,7/24/2019,5055.14,126.92,high,Target,20
1296808,10/8/2019,5053.8,-79.17,high,Target,20
1171041,8/14/2019,5047.5,-747.69,high,Target,20
1368045,11/26/2019,5014.5,291.5,high,Target,20
1158039,2/1/2020,5013.1,374.17,vip,Target,50
1251249,6/5/2019,5010,3750,medium,Target,10
1297604,8/11/2019,4999.3,245.45,medium,Target,10
1165513,4/8/2019,4989.05,378.09,vip,Target,50
1237973,1/18/2020,4988.1,151.06,medium,Target,10
1278744,3/4/2019,4986,50,regnodep,Target,5
1136220,11/27/2019,4977.5,-1187.36,medium,Control Group,0
1158039,8/30/2019,4976.65,99.99,vip,Target,50
1190747,2/28/2019,4968,286.62,high,Target,20
1187561,4/16/2019,4965,-1007.13,high,Target,20
1190747,5/16/2019,4960,-27.4,high,Target,20
1209827,3/5/2019,4960,9.5,low,Target,5
1194792,4/2/2019,4955.38,483.02,high,Target,20
1267468,6/5/2019,4946,254,medium,Target,10
1171041,7/30/2019,4941.4,-401.85,high,Target,20
1263148,5/9/2019,4937.65,188.08,vip,Target,50
1272983,9/11/2019,4927.27,200.21,high,Target,20
1167420,1/29/2020,4915.02,315.8,vip,Control Group,0
1158039,1/29/2019,4909.88,-874.25,vip,Target,50
1187561,4/28/2019,4906,231.59,high,Target,20
1232188,4/12/2019,4897.75,96.7,vip,Target,50
1165513,5/22/2019,4892.35,262.75,vip,Target,50
1272983,1/30/2019,4888.57,-190.24,high,Target,20
1282791,4/12/2019,4860.4,-500.47,medium,Target,10
1190747,6/14/2019,4855.75,1100.32,high,Target,20
1158039,7/31/2019,4853.1,321.35,vip,Target,50
1237560,7/7/2019,4848,207.65,vip,Control Group,0
1195690,8/24/2019,4845.5,209.59,high,Control Group,0
1263148,7/16/2019,4843.1,977.06,vip,Target,50
1298892,1/6/2020,4840.25,82.75,medium,Target,10
1171041,1/17/2020,4837.2,48.5,high,Target,20
1272983,5/24/2019,4835.09,-390.18,high,Target,20
1187561,6/17/2019,4833.9,411.95,high,Target,20
1276093,7/27/2019,4828,920,medium,Target,10
1158039,2/6/2020,4819.45,735.85,vip,Target,50
1263148,12/5/2019,4817.37,1615.2,vip,Target,50
1194792,3/26/2019,4811.18,1910.02,high,Target,20
1465868,1/18/2020,4805,293.35,regnodep,Target,5
1267468,8/10/2019,4790,358.3,medium,Target,10
1187561,7/28/2019,4787.7,484.02,high,Target,20
1158039,3/1/2019,4783.1,-832.36,vip,Target,50
1292198,5/27/2019,4781.32,329.25,medium,Target,10
1261999,6/10/2019,4781.25,2209.75,low,Target,5
1158039,12/27/2019,4774.8,311.13,vip,Target,50
1275092,12/14/2019,4774.05,400.03,medium,Target,10
1296808,9/26/2019,4773.7,837.08,high,Target,20
1128604,2/5/2019,4767.5,-953.62,medium,Target,10
1187561,1/18/2020,4766.3,354.19,high,Target,20
1165513,8/26/2019,4755.82,47.78,vip,Target,50
1171041,8/2/2019,4754.3,9.9,high,Target,20
1171041,8/11/2019,4753.1,152.05,high,Target,20
1190747,5/6/2019,4752.9,442.45,high,Target,20
1241121,9/5/2019,4749.66,380.86,high,Target,20
1233289,1/20/2020,4748.35,1295.02,medium,Target,10
1464727,1/11/2020,4741,100,low,Target,5
1302559,12/22/2019,4740.7,285.86,high,Target,20
1227302,1/21/2019,4733.58,-2488.35,vip,Target,50
1171041,7/8/2019,4726.4,328.58,high,Target,20
1223889,12/22/2019,4721.94,-299.96,medium,Target,10
1237973,1/16/2020,4719.65,614.3,medium,Target,10
1292196,12/13/2019,4719.2,1454,high,Control Group,0
1232188,12/1/2019,4712,630,vip,Target,50
1270640,2/3/2019,4703,499,high,Control Group,0
1233289,1/30/2019,4697.6,1077.46,medium,Target,10
1266316,3/15/2019,4696,200.3,low,Control Group,0
1194792,1/28/2019,4695,113.8,high,Target,20
1263148,8/8/2019,4681.3,58.59,vip,Target,50
1171041,1/30/2019,4679.85,-659.25,high,Target,20
1171041,1/14/2020,4677.4,-477.76,high,Target,20
1270640,4/2/2019,4669.6,558,high,Control Group,0
1181001,2/3/2019,4665,-462.5,low,Target,5
1167338,9/7/2019,4662.8,406.8,medium,Target,10
1271992,4/9/2019,4651.76,-346.52,low,Target,5
1324826,12/11/2019,4650,400,medium,Control Group,0
1241121,10/5/2019,4648.04,-266.81,high,Target,20
1165513,6/2/2019,4628.27,889.72,vip,Target,50
1135249,11/29/2019,4609.75,498.47,high,Target,20
1165513,2/24/2019,4606.02,1363.4,vip,Target,50
1171041,9/28/2019,4605.2,551.9,high,Target,20
1171041,7/29/2019,4600.3,-307.95,high,Target,20
1449372,1/5/2020,4596,-574,vip,Target,50
1165513,5/24/2019,4594.45,387.13,vip,Target,50
